YAL062W	-0.268319	-0.390344	-1.137163	0.692989	0.698255	-0.267499	-0.512454	0.412428	-0.821471	0.584988	0.638200	-3.949177	-0.184663	-0.688406	-0.097335	-0.488246	0.247494	1.450772	0.249546	0.021764	1.169961	-0.683153	-0.180632	-1.829918	-0.024629	-0.646619	-0.336473	-1.278547	-0.058022	-0.517337	1.631340	1.329710	-1.191306	0.220633	1.744753	0.185916	0.288390	0.599676	0.524479	-0.770592	0.070921	0.734449	0.523914	0.414178	-0.487027	0.504013	-0.121493	-5.555043	-0.116247	-1.329759	0.042023	0.330910	-0.420815	0.657316	-0.711191	-0.402020	-0.118859	-1.445930	-0.808816	2.557595	1.656494	0.277280	3.142032	-0.113002	-0.766729	-0.032722	4.175633	2.537769	-1.208523	-1.935613	-1.128223	-0.687429	0.473580	-0.069422	0.581027	0.883578	0.231946	-0.848653	0.901487	-1.678005	0.094536	1.281288	0.984449	0.794707	1.432846	-0.124207	2.764571	-0.819060	-0.983217	0.792697	-0.367040	-0.493793	0.191531	-0.037673	-0.265684	-0.522296	-1.035115	0.916809	0.488709	1.710642	-0.371314	0.918853	1.135083	0.024039	0.213222	1.349571
YAL060W	1.367390	-0.720387	0.004875	0.338526	-0.465168	-0.541097	-0.762714	1.114657	0.238251	-1.137081	1.050083	-1.820621	0.847676	-1.000069	0.877136	-0.137619	0.037746	0.910586	0.638871	0.088706	0.472386	-2.791987	-1.821898	0.255077	0.314275	0.513758	-0.844968	-0.696682	-0.311912	0.543018	-0.164095	-2.130163	0.882355	-0.426814	0.530909	0.399675	-0.123605	0.053491	-0.483271	-0.794655	-0.624426	0.593838	0.977159	-0.062091	0.293445	0.959983	-1.987504	-3.103145	-0.428662	-0.701217	-0.726231	-0.671729	-0.800614	-1.548028	-2.281084	-0.923976	-2.658701	-0.763586	2.955211	0.386861	0.342967	-0.086897	0.829044	-0.403697	-1.170609	-2.459462	1.529592	-0.165619	-2.417488	-1.404538	-1.032684	-0.474433	-1.942885	0.098325	0.718412	-3.683476	1.593200	-0.410124	-0.867231	0.069034	-2.893424	-0.835620	-0.299708	-2.536953	-3.038949	-3.148513	-0.769109	-0.257699	-3.301537	-1.849502	-1.041324	-0.175839	-0.779917	-0.364030	-1.093908	-5.041327	-1.231858	0.589520	0.658888	-0.497602	-2.140886	1.474308	1.578728	-1.944800	-1.120105	-4.578785
YAL058W	0.707205	-0.072509	0.090335	1.011858	-1.068799	-0.124634	0.482191	-0.701559	0.055961	-0.389329	-0.657659	-2.281319	0.337049	-0.507868	-0.525533	0.182851	-0.264857	1.021704	0.383282	-0.145150	-0.243187	-0.246588	-0.024141	-0.226671	1.254061	0.716761	0.117642	-0.148156	-0.175128	-0.075574	-0.334272	-1.660896	0.481051	-0.267523	0.734628	-0.258162	0.202116	-1.299493	0.166173	1.114973	-1.067184	1.006297	1.037436	-1.049962	0.474044	0.121705	0.404793	-0.756365	0.265631	-0.450268	1.219737	0.004822	0.203772	-2.335307	0.424878	0.502449	-0.895526	0.936959	-0.634183	0.731794	0.982505	0.580110	-0.174951	1.238907	0.088624	1.537015	1.291189	1.475372	0.214047	0.798685	-0.226605	-1.696243	1.636504	0.430983	0.265303	-1.245025	0.823834	-0.461541	-1.083522	1.232351	0.422549	-0.559605	0.387812	-0.019387	0.553206	-0.721231	0.717831	0.206951	-0.829542	0.458936	0.018937	-0.281740	-0.079199	1.038544	-0.442004	-0.242045	0.009859	-0.595452	-0.315281	0.791588	0.608104	0.633695	0.120079	0.081240	0.325816	-0.504349
YAL012W	-0.659706	-0.303715	-0.371622	0.132478	-0.595608	-2.242808	-1.130145	-0.247207	-0.387756	0.112147	0.837703	-1.480078	-0.575363	-0.237637	0.510874	-1.477317	0.186218	0.475608	-0.662111	0.178270	-0.011539	-0.403776	-0.173111	-0.461424	-0.605772	-0.704404	0.097624	-0.063309	-0.098133	-0.393770	-0.040721	-0.451594	-1.147328	-0.171442	0.057809	-0.384771	-0.875153	-0.715657	-0.604794	0.219801	-1.408378	0.277748	-1.856099	1.007967	-0.305353	-0.788925	-0.346686	0.412503	-0.023119	-0.776345	-0.686914	0.370187	-0.424962	0.370947	0.425263	0.747800	-0.535805	0.653838	-0.056736	-0.905097	-0.734396	-0.036149	0.405156	0.414833	-0.784870	1.174848	-0.668397	2.607988	1.993769	0.583451	-0.201166	-4.832981	1.990901	-0.063187	-0.892183	1.263413	-1.625160	0.972359	-0.168568	0.293017	-0.020784	-0.175050	0.551936	0.946467	-0.139353	1.585751	0.402280	0.609031	1.035169	0.130804	0.369676	-0.185952	-0.936969	0.751685	0.120524	0.343828	1.328184	-1.396125	-0.600785	-1.001747	1.415599	0.452273	0.562023	0.462613	-0.728508	-0.124475
YBR157C	0.050713	0.129540	-0.619320	0.925503	0.000000	0.931932	-0.449436	0.207555	-0.692524	0.253412	1.089025	0.000000	0.107654	-0.824514	-0.644216	0.000000	-0.144138	0.000000	-0.401965	0.706010	0.989049	-0.870312	0.162523	0.000000	0.000000	0.000000	-0.364783	-0.767666	-0.127315	-0.386302	-1.547445	1.000476	0.000000	-0.258886	0.000000	1.082541	-0.009656	0.861307	-3.585784	-0.061776	1.397923	2.085527	0.450522	1.048169	0.000000	-0.959867	0.000000	0.000000	0.707622	-1.132198	-0.009319	1.014692	0.632543	-0.206903	-0.013140	-0.706931	0.552777	-1.457046	5.309139	0.822739	1.969735	0.080306	1.307753	-0.929827	1.197249	-0.072966	-0.537122	0.814321	0.189108	-0.937788	0.166840	-0.867934	-0.409019	-1.673100	3.341699	1.201852	-0.347660	0.000000	1.290523	-0.454410	-0.751179	1.091768	-0.128864	-0.973769	-1.154067	1.329549	-0.151948	-1.113491	4.835371	-0.891660	0.611078	0.578621	-1.281575	-0.391712	1.162416	-0.905476	0.000000	-1.980379	3.473862	0.300765	-0.958915	-1.201792	-0.837881	-0.521826	0.410923	0.782167
YBR161W	-0.674559	-0.247166	-0.340468	0.582013	0.000000	1.305226	0.123624	-0.701831	-0.321828	0.801911	0.912336	0.000000	-0.956671	-0.646823	-0.401112	0.000000	-0.163271	0.000000	-1.105638	0.874399	0.000000	-0.631652	-1.878100	0.000000	0.000000	0.000000	-0.182225	-0.688416	-0.460398	0.178598	0.436973	-0.098457	0.000000	-0.325399	0.000000	0.405849	-0.191579	1.134142	-0.930460	0.661977	0.913093	0.060602	-1.674634	0.831336	0.000000	0.606482	0.000000	0.000000	0.739612	-0.840752	0.209172	0.890966	-0.937694	-0.646657	0.000000	0.446542	1.746095	-0.752863	2.100563	-0.945424	-0.600611	-0.979202	-0.367020	-0.014455	1.222656	-0.709530	-1.688596	-0.563096	-1.506494	0.156998	1.274930	-0.305796	-1.281871	0.081884	0.507256	0.596757	-0.031334	0.000000	0.210503	-1.296969	-0.497253	0.482309	-0.524350	-0.616371	-3.220279	-0.343387	2.106825	0.234584	0.428172	2.357714	0.614830	0.220925	-0.249011	-0.341450	0.468408	0.400428	0.000000	1.335224	-0.146979	-1.349264	-0.435063	-0.216064	-0.896403	0.989528	-0.176410	0.260945
YBR202W	-0.563886	0.049064	-0.106518	0.778753	0.312864	0.955956	-0.816030	1.710847	0.459641	-0.035208	0.513105	-0.435744	-0.948641	-0.420415	0.241220	-2.119766	1.207508	1.261456	0.440546	-0.099178	0.000000	-0.183178	-0.005033	0.159058	-0.801041	-0.576313	-0.443475	-0.038487	-0.758528	0.467521	-0.119914	-0.978061	0.593302	0.772166	-0.738668	-1.040422	0.235915	0.000000	0.000000	0.527276	0.324388	0.977999	-0.125451	0.000000	0.664704	-0.584054	-1.582569	3.815072	-0.105871	-0.648754	-0.454673	0.032733	0.743068	-1.609843	-0.562905	0.220103	0.260240	-1.190818	-0.362246	-1.165594	0.533217	-0.678282	0.267513	-0.659032	-0.249396	-1.905909	-1.610726	-0.099594	-0.693860	-1.856800	-1.593275	0.775635	-0.832865	0.004688	0.373580	-1.750865	-1.545953	0.313871	-0.070502	-0.833519	-0.368642	0.481090	0.296634	-0.386993	-1.343210	0.364104	-0.355553	-0.094356	0.225456	-1.786442	-1.759623	-0.270937	1.015983	-1.482066	0.084521	0.496916	-2.655891	0.538530	-0.025636	-0.650921	0.083941	-2.204673	-2.364203	0.240868	-0.057752	2.841496
YDL144C	0.200883	0.000000	-1.901234	0.063470	0.404766	-1.959630	-0.162621	-1.056886	-0.760819	0.531442	0.521066	-0.947377	-2.100112	-1.263519	1.543018	-4.018626	-0.084006	1.049971	0.378903	-0.090717	-0.695275	-0.425196	-0.140107	0.093437	-3.038987	-1.258706	1.525375	-1.168452	0.407600	0.081417	1.039326	0.373825	0.838467	-1.848750	-1.580390	0.000000	0.122556	-1.140984	-0.275102	0.000000	-0.876623	0.319910	0.000000	1.403983	-0.188206	0.044450	-3.059463	-0.637742	-1.962896	-0.337502	-0.727586	0.499490	0.947774	-0.378578	-2.988952	-1.750524	0.736463	-3.133699	0.696685	-0.205649	-1.978608	-0.146151	-1.744826	1.510505	1.325726	-1.509946	1.733567	-1.652076	-1.797011	-1.704108	-1.308768	0.917669	-1.958129	1.782919	-0.196875	-1.474403	-1.228045	-0.025296	-0.854552	-1.487250	-1.849309	1.515629	-2.028530	-2.924036	-1.967029	0.755627	-0.060129	-0.483418	1.237778	-0.737517	0.000000	0.015713	-0.965746	-1.196394	0.615949	-1.300289	0.890218	0.357361	-1.504039	-0.745663	0.279912	-2.439805	-2.306141	-1.484950	-1.394214	0.608916
YDR277C	0.084044	0.218434	-0.518166	0.870325	0.000000	0.730417	-0.226553	-0.068125	-0.330413	0.330913	0.572085	0.000000	-1.018697	0.182760	-0.224773	0.000000	0.839125	0.000000	0.436390	0.480508	0.609028	-1.067819	0.305955	0.000000	0.000000	0.000000	-0.910336	0.212387	-0.139034	0.339163	-0.211644	0.213580	0.000000	0.334814	0.000000	0.638146	-0.674737	-0.628978	-0.052186	-0.963132	0.733903	-0.664271	-0.506475	-0.569694	0.000000	-0.487303	0.000000	0.000000	-0.773028	-0.585697	-0.504458	-0.836003	0.599835	0.021266	-0.467350	-1.679899	-1.198764	-2.266325	-0.814232	0.901177	0.815827	-0.900845	0.541301	0.000000	-0.195609	-1.595393	-0.209158	1.372380	-0.260053	-2.591500	-0.152652	-0.227909	-2.349016	0.984953	-2.303195	-0.133879	-0.913508	0.000000	0.881236	-0.689951	-1.294757	1.245150	0.047729	1.198154	0.147948	-0.278139	-0.627994	-1.009647	-0.976857	1.949623	-1.043466	-0.090360	1.036311	-0.117039	0.367627	-4.188287	0.000000	1.650424	1.074053	0.769875	-1.171266	-1.355863	-1.219159	1.173716	5.431150	-0.407196
YDR279W	0.015671	0.458194	0.384623	-0.806001	0.000000	0.713310	0.590207	0.173596	-0.705772	0.436945	0.061304	0.000000	-0.115636	0.220352	-0.396813	0.000000	0.228698	0.000000	0.343153	0.358259	0.021893	-0.684118	0.929328	0.000000	0.000000	0.000000	-1.648175	0.766887	-0.539628	-0.368916	0.143132	-0.053142	0.000000	-0.031675	0.000000	0.313196	-0.367263	-1.683776	-0.736290	-0.608375	-0.052319	0.577078	-1.588162	-0.923634	0.000000	0.000000	0.000000	0.000000	0.322698	-0.065467	-0.672533	-0.866371	0.143071	-0.167197	-0.234445	0.075826	-0.307180	-0.337611	-1.350959	-0.877150	-0.663829	-1.483134	-0.280436	0.000000	-0.380021	-0.742155	0.480715	0.081494	0.084890	0.815971	-0.271516	-0.388661	0.101322	-0.602777	-0.477748	-1.539285	-0.669793	0.000000	0.133110	-0.562289	-1.642430	0.103731	0.627496	0.243670	0.049780	-0.037352	-0.711808	-0.687885	0.479923	0.818972	-0.000555	-0.393511	-0.124690	-0.098194	0.103753	0.458387	0.000000	-0.398062	-0.358017	-1.050258	-0.356543	0.070997	0.123506	0.898108	0.578408	-0.665945
