4730	0.989331419	0.584795302	1	1
4731	1	0.775734042	1	1
4732	0.887053773	0.383584253	1	1
4733	0.99051704	0.629578965	1	1
4734	0.801383341	0.020098845	0.048	0.001
4735	0.897943915	0.280416841	1	1
4736	0.909827346	0.53972081	1	1
4737	0.86660677	0.270941314	1	1
4738	0.82861068	0.027845135	0.75	0
4739	0.995311699	0.657530434	1	1
4740	0.822481272	0.03874255	0.094	0
4741	0.98396934	0.501596478	1	1
4742	0.899704487	0.314674645	1	1
4743	0.995872934	0.697529399	1	1
4744	0.821016201	0.610683489	1	1
4745	0.998065157	0.624368558	1	1
4746	0.90661762	0.351636998	1	1
4747	0.964411681	0.710411407	1	1
4749	0.885845953	0.346624982	1	1
4750	0.820888516	0.081518794	0.651	0.008
4751	1	0.664942788	1	1
4752	0.937961259	0.451851701	1	1
4753	0.994289668	0.730670805	1	1
4754	0.831149088	0.063901916	0.084	0.005
4755	0.846868478	0.117609636	1	1
4756	0.811561328	0.063107614	0.045	0.001
4757	0.920784265	0.640454909	1	1
4758	0.802176074	0.029394139	0.004	0.005
4759	0.927399345	0.343762051	1	1
4760	0.940695019	0.628444135	1	1
4761	0.907028024	0.280113275	1	1
4762	0.921555674	0.56567025	1	1
4763	0.869232408	0.313807508	1	1
4764	0.855097119	0.218489511	1	1
4765	0.870478898	0.464356352	1	1
4766	0.883608239	0.504460947	1	1
4767	0.845666223	0.086969035	0.024	0
4768	0.89436184	0.438843297	1	1
4769	0.902444351	0.561336843	1	1
4770	0.974575674	0.704987433	1	1
4771	0.850020334	0.018346102	0.685	0
4772	0.830581368	0.056314492	0.077	0
4773	0.969274411	0.690151301	1	1
4774	0.93501104	0.723494987	1	1
4775	0.859057848	0.105797759	1	1
4777	0.978714848	0.638304551	1	1
4778	0.885230082	0.211622312	1	1
4779	0.958164254	0.575019327	1	1
4781	0.924307405	0.518907848	1	1
4782	0.872985753	0.186343011	1	1
4786	0.991322425	0.938638408	1	1
4787	0.837818096	0.766705496	1	1
4788	0.959703799	0.538550158	1	1
4789	0.961509632	0.718495167	1	1
4790	0.861361257	0.093342491	0.463	0.028
4791	
4792	0.90163471	0.175297463	1	1
4795	0.881714513	0.656952867	1	1
4796	0.881821519	0.191325034	1	1
4797	0.826703831	0.115821834	1	1
4798	0.915660956	0.280124626	1	1
4799	0.910596237	0.371084538	1	1
4800	0.908442724	0.490411626	1	1
4801	0.879031297	0.606279728	1	1
4803	0.875043022	0.471038712	1	1
4804	0.996787343	0.577217355	1	1
4805	0.807081207	0.025720323	0.157	0.001
4806	0.979609684	0.576714289	1	1
4807	
4808	0.917560629	0.483933074	1	1
4809	0.918777203	0.32210918	1	1
4810	0.948180839	0.585232631	1	1
4812	0.856812758	0.443165172	1	1
4813	0.981578956	0.580589231	1	1
4814	0.928586722	0.66832428	1	1
4815	0.887085846	0.274287521	1	1
4816	0.936593289	0.61222612	1	1
4817	0.911563327	0.349706632	1	1
4818	0.833331851	0.050691849	0.825	0.016
4819	0.834794581	0.066095969	0.148	0
4820	0.996148919	0.652396907	1	1
4821	0.982819533	0.800706293	1	1
4823	0.904917317	0.415611846	1	1
4824	0.988146527	0.689884493	1	1
4825	0.832539289	0.044469022	0.007	0
4826	0.983286279	0.637918496	1	1
4827	0.953906487	0.320750329	1	1
4828	0.868580436	0.157239635	1	1
4829	0.813741206	0.095754967	0.251	0.003
4830	0.949810524	0.534204426	1	1
4831	0.985155532	0.326264561	1	1
4832	0.874813754	0.141303019	1	1
4833	0.86890995	0.169078445	1	1
4834	0.973528407	0.61889688	1	1
4835	0.76865807	0.040578413	0.384	0.001
4836	0.953483807	0.409441633	1	1
4837	0.97393678	0.544818572	1	1
4838	0.952071039	0.410540485	1	1
4839	0.93587424	0.451163224	1	1
4840	0.902804326	0.730622521	1	1
4841	0.899311786	0.190560905	1	1
4842	0.949450457	0.472024005	1	1
4843	0.968235152	0.685974687	1	1
4844	0.972233244	0.785317374	1	1
4845	0.910711972	0.448372553	1	1
4846	0.887282022	0.154730926	1	1
4848	0.876694458	0.171505654	1	1
4849	0.897984121	0.226622736	1	1
4850	0.755700847	0.011955345	0.001	0.007
4851	0.869332719	0.054878017	0.988	0
4853	
4854	0.930186805	0.479235427	1	1
4855	0.960255241	0.680733823	1	1
4856	0.858407095	0.100633569	1	1
4857	0.895253974	0.425211173	1	1
4858	0.844819415	0.040097032	0.293	0.002
4859	0.903291839	0.335925844	1	1
4860	1	0.739836854	1	1
4861	0.981458561	0.705174224	1	1
4862	0.866879744	0.262198365	1	1
4863	0.844869786	0.171452642	1	1
4864	0.921822911	0.390727514	1	1
4865	0.817358149	0.026939551	0.646	0.012
4866	0.854519831	0.079826498	0.048	0
4867	0.968995777	0.642012865	1	1
4868	0.977067658	0.576900918	1	1
4869	0.85130087	0.113387041	1	1
4870	0.980786508	0.48324086	1	1
4872	0.819138265	0.063503469	0.013	0.021
4873	0.81809717	0.157227573	1	1
4874	0.853951662	0.204019259	1	1
4875	0.785079862	0.138322395	0.008	0.006
4876	0.869607226	0.166758236	1	1
4877	0.898103755	0.418350847	1	1
4878	0.843507531	0.14310206	1	1
4880	0.993310983	0.554708352	1	1
4882	0.867386064	0.081358569	0.67	0
4884	0.901599398	0.390877058	1	1
4886	0.985703218	0.60912359	1	1
4887	0.996215946	0.665663219	1	1
4888	0.945200577	0.70631215	1	1
4889	0.90479618	0.444180441	1	1
4890	0.894161678	0.654449054	1	1
4891	0.925697973	0.456470773	1	1
4895	0.946253321	0.642656024	1	1
4896	0.934452471	0.437421251	1	1
4897	0.834872465	0.060572838	0.699	0
4898	0.972138837	0.537548629	1	1
4899	0.921510373	0.443857244	1	1
4900	0.913014992	0.544175404	1	1
4902	1	0.771538163	1	1
4903	0.891275343	0.65982088	1	1
4905	0.919352981	0.358561543	1	1
4906	0.734007709	0.048788693	0.242	0.128
4907	0.989294656	0.730542504	1	1
4908	
4909	0.929747904	0.221664576	1	1
4910	0.900947807	0.244404838	1	1
4911	0.881972395	0.210466926	1	1
4912	0.881559954	0.218319157	1	1
4913	0.963955078	0.508083457	1	1
4914	0.905780081	0.366285649	1	1
4915	0.892727282	0.224583997	1	1
4916	0.913667662	0.475171262	1	1
4917	0.991257739	0.650675266	1	1
4918	0.9754948	0.671559481	1	1
4919	0.935136311	0.348664091	1	1
4920	0.857383496	0.134587465	1	1
4921	0.947492456	0.379434127	1	1
4922	0.920835587	0.388975383	1	1
4923	0.865863652	0.585711957	1	1
4924	0.894638106	0.225591198	1	1
4926	0.883909632	0.750733069	1	1
4927	0.905008186	0.271912438	1	1
4928	0.934427659	0.584605304	1	1
4929	0.894203028	0.21090246	1	1
4930	0.880797813	0.507521153	1	1
4931	0.8557595	0.056368214	0.817	0
4932	0.990920638	0.740774267	1	1
4933	0.85841874	0.159173637	1	1
4934	0.907988168	0.461142458	1	1
4935	0.989223749	0.600965908	1	1
4936	0.879431802	0.281671273	1	1
4938	0.86660677	0.250006695	1	1
4939	0.96964843	0.480684853	1	1
4940	0.981677405	0.524921797	1	1
4941	0.916658711	0.764536918	1	1
4942	
