2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0
3,0,3,0,5,1,7,2,0,2,0,54,0,3,4,1,0,0,2,1,2,2,3,0,2,7,2,2,0,2,2,2,0,0,0,3,0,1,0,0,1,0,9,0,1,0,1,2,0,3,2,2,0,1,1,0,1,0,9,2,0,0,1,0,0,2,0,0,0,10,0,1,0,0,0,0,1,0,0,0,2,1,0,8,1,1,4,1,0,3,0,0,2,3,0,1,1,1,2,2,0,1,2,0,5,0,1,2,1,1,0,1,0,0,0,0,1,2,0,2,0,1,3,2,0,1,3,0,1,0,0,3,2,1,4,0,0,0,1,3,0,1,0,2,3,6,0,1,6,0,0,0,1,4,2,0,0,4,1,0,0,4,3,2,1,2,0,2,1,2,0,1,2,2,0,0,0,0,3,0,0,0,2,0,2,0,2,0,2,1,0,0,0,3,1,2,1,4,3,1,1,1,0,6,1,0,1,1,0,0,1,0,0,7,0,0,2,2,1,0,3,0,0,1,1,1,0,0,1,0,1,0,2,1,0,3,0,0,5,2,1,2,0,1,2,0,0,2,0,0,0,0,2,1,0,0,3,2,0,0,11,0,0,7,1,4,5,5,0,0,5,0,2,3,0,0,0,0,0,0,0,1,1,1,0,2,2,1,0,1,2,0,20,0,0,2,1,0,5,1
1,1,1,1,1,0,2,1,0,0,1,3,1,2,1,0,0,0,0,1,0,0,2,1,2,2,1,1,0,0,1,2,0,0,1,1,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,2,1,1,1,0,2,0,5,0,2,0,5,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,2,1,0,2,0,2,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,2,1,0,2,0,0,0,0,0,3,0,0,2,0,1,1,0,0,0,0,1,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,2,0,1,0,2,0,2,0,0,1,0,0,1,3,0,2,1,0,2,0,0,1,0,0,0,1,0,2,1,1,0,1,0,1,2,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,2,0,0,0,0,3,2,0,0,2,0,1,0,1,1,0,0,2,1,0,0,0,3,0,1,6,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,3,0,0,1,4,1,0,1,0,1,6,0,0,1,0,0,1,1
5,2,6,3,0,1,6,2,0,5,1,44,3,3,3,0,0,0,0,1,3,5,0,0,5,10,14,3,0,16,4,1,1,0,2,5,4,1,0,1,3,3,6,0,0,3,0,3,0,5,1,1,1,4,0,4,2,0,20,1,4,0,5,2,3,2,1,1,0,7,0,3,0,4,2,0,1,0,1,0,5,4,0,3,0,2,4,5,0,2,2,9,2,11,0,0,1,0,0,1,0,0,4,2,7,0,0,0,0,1,0,3,0,0,1,8,1,3,4,0,3,4,2,2,0,1,1,0,3,0,0,3,2,4,6,1,0,3,2,5,1,1,1,2,2,17,0,4,10,1,0,0,1,4,1,0,0,1,1,0,3,7,4,4,2,0,0,4,1,0,0,1,2,6,0,0,2,0,3,0,2,0,2,0,1,4,9,0,7,1,4,1,0,5,2,12,2,3,6,5,3,1,0,7,3,0,0,2,2,7,2,2,0,2,0,1,4,2,1,2,14,0,0,2,0,4,0,3,0,1,1,1,2,1,1,1,0,2,9,0,0,0,0,7,6,3,0,4,0,5,1,1,0,1,0,0,1,3,0,0,14,1,1,13,2,0,12,5,1,0,4,4,1,2,5,1,0,0,0,2,0,3,4,1,0,1,8,3,4,8,4,0,21,3,0,3,1,0,3,2
5,0,3,2,1,3,0,0,2,2,0,11,4,5,2,0,0,0,0,3,1,1,0,1,8,4,4,4,1,0,1,1,0,0,0,2,0,0,0,0,2,3,2,1,0,2,0,1,0,4,1,2,3,0,3,1,2,0,8,1,2,3,7,0,0,4,0,0,1,5,1,0,0,5,2,0,3,0,1,0,2,0,0,1,1,0,1,2,1,4,0,6,2,4,0,0,1,1,1,2,1,1,3,2,2,1,0,1,0,1,0,4,0,0,2,3,2,2,1,0,2,2,6,2,0,3,3,0,4,0,4,1,1,2,3,3,0,1,0,2,1,2,0,5,0,8,0,2,3,1,0,0,2,4,1,1,0,2,4,0,3,2,4,3,2,0,0,3,2,3,2,3,5,3,1,0,3,3,2,0,3,0,11,0,2,1,7,0,2,1,3,4,0,5,1,6,0,6,4,2,0,6,0,1,0,0,0,1,1,3,1,2,2,3,0,3,1,2,2,2,4,0,2,3,1,2,0,1,0,4,0,0,2,3,2,0,0,0,8,1,2,2,1,1,5,1,0,2,1,6,3,1,3,2,0,2,1,6,0,0,1,0,0,3,2,5,6,0,1,0,3,1,3,0,6,0,0,0,0,0,2,2,3,2,0,1,6,1,2,1,2,1,7,2,0,7,2,0,1,1
2,2,1,6,0,4,0,0,1,2,0,10,2,1,3,0,0,0,2,0,0,4,0,1,0,0,5,5,1,3,0,0,0,0,2,2,0,0,0,1,1,2,1,0,1,4,4,2,0,5,0,0,3,1,0,3,0,0,13,1,0,1,2,2,0,0,0,2,0,3,0,0,0,3,2,0,2,0,0,0,4,0,0,0,6,1,2,2,1,3,2,6,2,3,0,0,5,0,1,4,0,1,2,2,4,0,0,1,0,2,0,3,0,0,1,1,3,2,0,3,1,0,5,1,0,2,1,0,6,0,0,3,0,2,1,0,0,2,0,2,0,3,0,4,5,10,0,5,2,3,0,0,0,1,0,0,0,1,2,1,3,3,0,0,2,0,1,3,1,2,3,0,3,1,1,0,4,1,2,0,2,0,5,0,1,1,1,0,0,3,3,1,0,1,4,2,0,3,2,3,4,5,0,3,0,0,3,6,1,3,4,2,1,4,0,5,1,4,1,2,2,0,1,2,2,4,0,1,0,3,0,3,0,2,2,4,0,0,5,1,0,2,3,9,1,0,0,1,0,1,0,2,2,2,0,0,4,1,0,0,1,1,0,3,0,2,4,0,3,0,2,4,2,0,3,0,0,0,0,2,0,2,1,4,0,1,4,2,2,1,0,0,9,3,0,1,0,0,2,1
3,3,1,0,0,1,0,3,0,6,1,0,2,1,0,0,0,0,0,2,2,3,5,0,2,0,3,3,6,0,1,4,0,0,3,9,0,4,0,1,4,0,0,0,2,5,1,0,0,8,0,2,2,1,1,0,3,0,0,0,5,0,1,0,1,3,1,1,1,0,0,0,0,7,4,0,1,0,3,0,3,2,0,0,4,0,0,1,0,7,0,7,2,0,0,0,10,0,0,8,0,1,0,5,2,3,0,3,0,2,0,3,0,0,1,2,3,6,1,7,1,2,4,0,0,6,5,0,6,0,5,0,1,4,5,4,0,3,3,6,0,3,0,11,2,8,0,3,4,0,0,0,0,1,0,2,0,6,2,2,1,4,4,0,3,0,0,1,2,4,4,1,0,3,2,0,4,2,2,0,9,0,7,0,2,4,2,0,0,2,2,3,0,11,0,6,0,4,9,2,4,5,0,0,0,0,2,5,8,3,4,2,0,9,0,0,0,1,4,1,1,0,0,4,0,2,0,3,0,3,3,3,1,12,3,0,0,1,2,3,0,0,3,0,6,1,0,0,0,3,2,1,1,4,0,1,1,3,0,0,0,4,0,0,2,1,5,3,4,0,0,0,0,4,4,0,0,0,0,0,0,1,4,0,0,1,3,0,2,4,6,0,0,1,0,3,3,0,3,3
4,1,1,8,0,4,0,4,1,6,4,3,4,0,0,1,0,0,0,3,1,3,4,0,5,3,10,3,4,2,6,6,0,0,4,4,0,2,0,4,5,3,1,2,3,1,0,0,0,7,0,2,1,0,1,1,0,0,3,2,2,0,7,2,4,5,0,1,1,1,0,2,0,3,4,1,2,0,0,0,4,2,0,0,3,0,0,2,0,11,3,1,3,8,0,3,3,0,2,3,2,0,8,1,6,5,0,1,0,1,0,1,0,0,3,1,7,4,2,7,3,4,8,3,0,3,1,0,9,0,1,1,1,11,7,3,0,1,5,1,1,6,0,3,2,8,0,7,3,3,0,0,0,9,2,3,0,3,6,2,3,6,2,2,0,0,0,5,1,5,0,2,9,4,6,0,2,4,5,0,4,0,12,0,1,2,3,0,2,2,1,0,0,3,1,6,0,5,7,3,1,7,0,2,0,0,2,7,4,4,3,1,2,12,0,1,2,2,3,4,6,0,0,1,2,1,0,2,0,3,1,5,3,3,9,6,0,4,2,0,1,2,6,0,7,4,0,2,0,9,2,1,3,3,0,6,1,5,0,0,3,0,0,1,4,2,11,7,7,0,1,4,6,1,4,0,0,0,0,2,0,6,2,2,0,1,3,4,0,6,5,2,6,2,0,1,4,0,2,5
0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3,1,0,1,3,1,4,0,1,4,2,65,0,4,1,0,0,0,2,1,0,0,0,0,0,4,1,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,10,0,1,1,3,2,0,2,0,0,1,1,3,0,0,0,21,0,0,1,1,1,0,0,0,0,0,8,0,1,14,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,2,1,2,0,1,3,2,1,1,0,0,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,0,0,4,0,0,7,1,2,2,0,0,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0,5,0,0,1,0,0,2,1,0,0,0,7,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,1,1,1,0,4,0,1,1,0,1,0,1,0,2,1,0,0,2,0,1,0,0,0,1,1,2,0,1,1,1,0,1,0,0,0,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,4,1,0,1,1,1,0,0,1,1,0,0,0,3,1,0,12,0,0,0,0,0,0,6,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0,1,0,0,17,0,0,0,2,0,1,1
