6.71	8.67	6.31	4.22	6.17	9.53	9.64	7.54	4.84	5.18	2.79	8.2	4.07	4.16	5.56	6.92	9.57	9.27	9.49	5.76	2.65	4.17	3.08
6.63	8.65	6.44	4.5	6.15	9.24	9.08	7.71	4.87	5.55	2.65	8.14	4.12	4.18	5.73	6.9	9.3	9.36	9.53	6.04	2.36	4.19	3.45
6.82	8.8	6.42	4.61	6.5	9.38	9.24	7.73	5.04	5.56	2.83	8.5	4.1	4.31	5.5	6.89	9.54	9.47	9.63	6.18	2.15	3.93	3.29
6.66	8.72	6.48	4.44	5.89	9.38	9.25	7.94	5.06	5.75	2.67	8.21	4.29	4.24	5.74	7.05	9.59	9.13	9.49	6.15	2.44	3.88	3.38
6.66	8.71	6.25	4.83	6.09	9.43	9.27	7.68	4.79	5.24	2.66	8.17	4.15	4.25	5.64	6.99	9.46	9.19	9.49	6.05	2.2	4	3.21
6.53	8.63	6.27	4.78	5.86	9.31	9.15	7.86	4.86	5.38	2.64	8.39	4.13	4.09	5.57	7.09	9.44	9.18	9.54	6.21	2.21	4.16	3.15
6.9	8.6	6.41	4.54	6.48	9.19	9.25	7.76	4.65	5.71	2.03	8.13	4.19	4.16	5.6	6.94	9.32	9.29	9.6	6.21	2.27	4.06	3.12
6.79	8.58	6.36	4.61	6.46	9.11	9.3	7.67	4.78	5.36	2.91	8.1	4.27	4.11	5.6	6.83	9.56	9.21	9.56	5.95	2.55	4.09	3.27
6.66	8.8	6.29	4.8	6.13	9.37	9.52	7.8	4.84	5.23	2.6	8.32	3.84	4.14	5.59	7.06	9.33	9.28	9.6	5.93	2.85	4.19	3.16
6.88	8.76	6.34	4.35	6.47	9.4	9.4	7.93	4.71	5.5	2.31	8.49	4.18	4.17	5.39	6.98	9.46	9.31	9.59	6.21	2.57	4.24	3.14
6.79	8.85	6.22	4.55	6.3	9.4	9.48	7.57	4.83	5.31	2.67	8.28	3.91	4.26	5.57	7.07	9.39	9.29	9.49	6.09	2.21	4.19	2.97
6.61	8.6	6.33	4.62	6.37	9.29	9.1	7.66	4.99	5.42	2.47	8.34	4.15	4.47	5.58	6.83	9.45	9.29	9.48	5.94	1.48	3.9	3.01
6.54	8.83	6.58	4.79	5.8	9.18	9.29	7.66	4.92	5.27	2.73	8.34	3.88	4.03	5.83	7.06	9.33	9.12	9.59	6.04	2.16	4.08	3.33
6.64	8.66	6.38	4.89	6.12	9.44	9.26	7.9	4.72	5.37	2.82	8.34	4.28	4.12	5.62	6.89	9.4	9.38	9.58	6.03	2.17	3.99	3.2
6.77	8.72	6.42	4.82	6.19	9.56	9.32	7.5	4.59	5.41	3.28	8.29	4.19	4.2	5.54	6.93	9.35	9.29	9.71	6.06	2.55	4.12	3.21
6.47	8.75	6.53	4.39	6.2	9.36	9.32	7.82	5.04	5.61	2.78	8.18	4.03	4.24	5.87	7.13	9.44	9.28	9.46	6.14	2.2	3.95	3.41
